ID,Square_Feet,Bedrooms,Bathrooms,Location,Year_Built,Condition,Price
5466,2181,2.0,2,Rural,1965,Good,299150.0
5467,2267,5.0,1,Urban,1993,Old,365050.0
5468,3538,3.0,1,Urban,1951,Good,847500.0
5469,2016,1.0,1,Urban,1956,Old,250400.0
5470,1680,3.0,1,Suburban,1970,Old,183600.0
5471,4614,3.0,2,Urban,2007,Old,716100.0
5472,3949,,3,Suburban,1972,New,941760.0
5473,884,5.0,1,Urban,2009,Old,173600.0
5474,4944,2.0,3,Suburban,1974,New,1172560.0
5475,1968,1.0,2,Suburban,1984,Old,217160.0
5476,4964,3.0,1,Suburban,1994,Good,998800.0
5477,3929,1.0,2,Rural,1956,Good,542350.0
5478,4445,3.0,1,Suburban,2018,Old,563400.0
5479,3326,2.0,1,Urban,1981,Good,814500.0
5480,3667,1.0,3,Suburban,2002,Good,737400.0
5481,4316,,2,Urban,2018,Old,737361.2598317169
5482,4167,2.0,2,Rural,1974,Old,356030.0
5483,2994,1.0,2,Suburban,1951,New,666560.0
5484,4355,3.0,3,Urban,2010,Good,1120750.0
5485,1245,3.0,3,Suburban,1958,Good,229000.0
5486,4426,,2,Urban,2000,Old,635546.1345875973
5487,4816,2.0,2,Urban,1951,Average,921200.0
5488,4675,3.0,1,Suburban,1994,New,1128000.0
5489,4137,1.0,1,Urban,1981,New,1214100.0
5490,1061,4.0,3,Rural,2021,Average,180320.0
5491,2648,5.0,1,Urban,1981,New,807400.0
5492,4825,2.0,2,Suburban,1957,New,1122000.0
5493,3066,3.0,2,Suburban,1969,Good,599200.0
5494,891,1.0,1,Suburban,2014,Good,184200.0
5495,4975,2.0,1,Urban,1970,Old,718250.0
5496,4109,1.0,3,Urban,1956,Old,574350.0
5497,1782,2.0,1,Suburban,1958,New,387680.0
5498,4243,3.0,3,Suburban,1951,Average,651880.0
5499,3333,1.0,1,Urban,1968,Old,459950.0
5500,1493,3.0,1,Suburban,2009,Old,200160.0
5501,4920,1.0,1,Rural,2019,Average,601400.0
5502,955,2.0,1,Suburban,2008,New,239200.0
5503,4388,5.0,2,Suburban,2018,New,1108120.0
5504,2612,5.0,2,Suburban,1994,Old,344440.0
5505,4914,4.0,2,Urban,2011,New,1512200.0
5506,2207,4.0,1,Rural,1959,New,378260.0
5507,2016,3.0,3,Suburban,2014,Old,273979.4267195599
5508,2210,1.0,1,Urban,1975,Old,298500.0
5509,4297,4.0,2,Urban,2009,Good,1110250.0
5510,1351,2.0,3,Urban,1967,Good,316750.0
5511,4194,5.0,3,Suburban,2008,New,1056560.0
5512,1976,1.0,2,Suburban,1970,Average,283160.0
5513,1797,5.0,1,Suburban,1995,Good,386400.0
5514,4876,1.0,3,Rural,1961,New,840680.0
5515,3531,4.0,3,Urban,1981,Average,719200.0
5516,4737,4.0,2,Suburban,1988,Good,962400.0
5517,4852,3.0,3,Suburban,2004,Good,996400.0
5518,1172,1.0,3,Urban,2004,New,357600.0
5519,3048,2.0,3,Suburban,1959,Old,336760.0
5520,1648,4.0,1,Urban,1984,Old,253200.0
5521,3356,3.0,1,Urban,1955,Average,638200.0
5522,3122,4.0,2,Urban,2017,Old,512300.0
5523,1303,,1,Suburban,2011,New,355720.0
5524,3989,,3,Suburban,1958,Good,787800.0
5525,1502,1.0,1,Suburban,1978,Average,210320.0
5526,4425,3.0,3,Suburban,2020,Old,573000.0
5527,1114,1.0,3,Urban,1955,Good,235500.0
5528,3176,2.0,1,Urban,1993,New,947800.0
5529,1840,2.0,1,Urban,2013,New,567000.0
5530,3790,4.0,1,Urban,2016,Good,985500.0
5531,1057,,1,Rural,1993,New,195260.0
5532,1374,3.0,2,Suburban,1963,New,309760.0
5533,2352,3.0,1,Urban,1958,Good,558000.0
5534,1557,3.0,2,Urban,1972,Old,222550.0
5535,3610,4.0,3,Suburban,2006,Average,615600.0
5536,1904,,2,Suburban,2006,Good,383800.0
5537,4259,4.0,3,Suburban,1964,Good,847800.0
5538,4792,1.0,2,Urban,2013,Old,728800.0
5539,1003,5.0,2,Suburban,1956,Average,161518.05964137852
5540,3575,5.0,3,Urban,1969,New,1083500.0
5541,3132,1.0,2,Suburban,2013,Old,385840.0
5542,2792,4.0,3,Urban,1968,Average,558400.0
5543,3043,2.0,1,Urban,1955,Good,717750.0
5544,1106,4.0,3,Suburban,2000,Average,208960.0
5545,2487,2.0,2,Urban,1988,Old,368050.0
5546,4909,4.0,1,Suburban,2014,New,1214160.0
5547,2660,3.0,2,Urban,2020,Average,569000.0
5548,2761,3.0,1,Urban,1974,Average,538200.0
5549,1522,5.0,3,Suburban,1972,Good,331824.2460623444
5550,1579,5.0,1,Urban,2007,Average,354800.0
5551,1328,1.0,1,Urban,1960,Good,284000.0
5552,1143,2.0,1,Urban,1983,Old,156450.0
5553,4586,3.0,2,Suburban,1980,New,1097640.0
5554,4482,4.0,1,Suburban,1987,Old,546840.0
5555,1008,1.0,3,Rural,1995,Average,117960.0
5556,4206,4.0,3,Suburban,1961,Average,665960.0
5557,2111,3.0,3,Suburban,1958,Good,402200.0
5558,3099,3.0,1,Urban,1962,Good,748750.0
5559,4136,,3,Suburban,2013,Old,531320.0
5560,2747,3.0,2,Urban,1969,Old,398050.0
5561,1719,4.0,3,Suburban,2008,Old,246280.0
5562,2844,1.0,1,Suburban,1971,New,645560.0
5563,1218,3.0,3,Suburban,2014,Good,279600.0
5564,2549,5.0,1,Urban,2009,Old,423350.0
5565,3642,1.0,1,Suburban,1990,Good,710400.0
5566,1899,5.0,3,Suburban,1994,Old,263880.0
5567,4192,4.0,2,Urban,1953,New,1237600.0
5568,3572,,2,Rural,2019,Good,571800.0
5569,3280,1.0,3,Suburban,1994,Good,652000.0
5570,2345,3.0,1,Urban,2007,Good,605250.0
5571,1870,3.0,3,Suburban,1972,Good,368000.0
5572,2650,1.0,1,Suburban,1981,New,609000.0
5573,4998,3.0,1,Suburban,2012,Old,623760.0
5574,3739,3.0,1,Suburban,1957,New,896731.0550200834
5575,2703,2.0,2,Urban,1974,Good,656750.0
5576,1478,2.0,2,Urban,1982,Average,284600.0
5577,1788,1.0,3,Urban,2015,New,553400.0
5578,3275,1.0,2,Urban,1965,Average,617000.0
5579,2407,3.0,1,Suburban,2004,Good,497400.0
5580,3669,5.0,1,Urban,1985,Good,934250.0
5581,2302,1.0,3,Urban,2021,New,713600.0
5582,2589,3.0,1,Suburban,1956,Average,382240.0
5583,2225,5.0,3,Urban,2018,New,727500.0
5584,3240,2.0,3,Urban,1957,New,941000.0
5585,2842,,1,Suburban,1952,New,626080.0
5586,2078,3.0,2,Urban,1984,Good,520500.0
5587,3394,2.0,1,Suburban,1985,Old,394280.0
5588,3236,4.0,1,Suburban,1979,Average,518760.0
5589,4603,2.0,3,Rural,1964,Old,390270.0
5590,3005,3.0,2,Urban,2017,Old,484750.0
5591,1827,5.0,3,Urban,2007,Good,505750.0
5592,4339,4.0,1,Suburban,1977,Good,866800.0
5593,4283,4.0,3,Urban,1991,Good,1093750.0
5594,3041,4.0,3,Urban,1967,New,911300.0
5595,3565,1.0,1,Urban,1954,Good,837250.0
5596,1973,3.0,3,Suburban,1958,Good,374600.0
5597,4030,4.0,1,Suburban,1958,Good,786000.0
5598,4150,2.0,3,Rural,1967,Good,601500.0
5599,1203,5.0,2,Suburban,2005,Old,186360.0
5600,3525,3.0,1,Urban,1964,Old,504750.0
5601,4182,2.0,2,Suburban,2011,Good,854400.0
5602,4963,1.0,3,Urban,1984,Old,730450.0
5603,887,4.0,2,Rural,1989,Good,149050.0
5604,1958,2.0,2,Rural,2000,Average,241960.0
5605,3657,3.0,2,Rural,2009,New,684260.0
5606,2181,2.0,3,Suburban,2005,Good,460514.879296975
5607,2864,1.0,1,Suburban,1990,Old,325680.0
5608,3174,5.0,3,Suburban,2003,New,806760.0
5609,1117,4.0,3,Rural,1966,Old,98530.0
5610,2302,3.0,3,Suburban,1974,Average,364320.0
5611,2842,4.0,1,Suburban,1958,Average,434720.0
5612,2822,4.0,3,Rural,2005,New,544960.0
5613,918,4.0,3,Suburban,1972,Average,150880.0
5614,1509,2.0,1,Urban,1951,Good,330250.0
5615,4357,2.0,1,Urban,1994,Average,867400.0
5616,4940,5.0,1,Urban,2014,Old,787000.0
5617,4050,1.0,2,Urban,1987,Good,996500.0
5618,1217,3.0,1,Urban,1955,Old,149550.0
5619,3403,2.0,2,Suburban,1997,New,820720.0
5620,4654,4.0,2,Urban,1993,New,1416200.0
5621,1901,1.0,3,Rural,1956,New,300180.0
5622,4228,3.0,2,Urban,2015,Old,666200.0
5623,3061,3.0,3,Suburban,2011,Old,400320.0
5624,4969,3.0,2,Urban,1979,New,1486700.0
5625,4434,,1,Suburban,2001,Old,545080.0
5626,1308,5.0,3,Suburban,1985,New,340920.0
5627,3179,3.0,2,Suburban,1984,New,705349.787534126
5628,3964,1.0,3,Suburban,2015,Old,448129.0745911398
5629,1487,2.0,1,Urban,1999,Good,405656.31207444455
5630,2092,1.0,2,Urban,1952,New,576600.0
5631,4705,4.0,2,Urban,1953,Average,921000.0
5632,3875,5.0,1,Urban,2004,Good,1004750.0
5633,4009,5.0,2,Suburban,2001,Good,839800.0
5634,1124,4.0,2,Suburban,2008,Good,259800.0
5635,2793,1.0,3,Suburban,2020,Good,580600.0
5636,4776,1.0,2,Rural,1969,New,825680.0
5637,3570,4.0,1,Urban,1968,New,1061000.0
5638,3383,3.0,2,Urban,1957,New,988900.0
5639,4357,3.0,3,Suburban,2016,Average,735120.0
5640,4387,2.0,2,Urban,1976,New,1299100.0
5641,951,1.0,3,Suburban,1957,New,187240.0
5642,1754,1.0,2,Suburban,1967,Average,244640.0
5643,3171,4.0,3,Suburban,1978,New,771040.0
5644,1991,4.0,3,Suburban,1995,Old,265920.0
5645,1487,3.0,2,Rural,1985,Old,135830.0
5646,1109,1.0,1,Rural,1952,New,143620.0
5647,2302,1.0,1,Suburban,1958,Good,410400.0
5648,3927,5.0,2,Suburban,1959,New,938480.0
5649,4167,2.0,2,Urban,2015,Average,855400.0
5650,4195,2.0,2,Suburban,1950,Good,846142.8714664836
5651,1613,3.0,2,Urban,1953,Average,292600.0
5652,1645,1.0,2,Suburban,1997,Old,191400.0
5653,1964,5.0,1,Urban,1967,Average,391800.0
5654,2567,1.0,3,Urban,1994,New,766100.0
5655,1154,4.0,3,Urban,1964,Old,169100.0
5656,2672,3.0,1,Urban,2000,Good,680000.0
5657,2824,2.0,1,Urban,2010,New,859200.0
5658,3617,1.0,3,Urban,1953,Old,497550.0
5659,4632,3.0,1,Suburban,1968,Good,906400.0
5660,865,2.0,2,Suburban,1960,Old,70800.0
5661,4890,1.0,1,Suburban,1977,Good,947000.0
5662,3321,5.0,1,Suburban,2006,Good,702200.0
5663,3381,3.0,1,Suburban,2003,Average,555960.0
5664,2190,1.0,1,Rural,2014,New,400200.0
5665,1930,2.0,3,Suburban,1996,Good,394000.0
5666,3286,2.0,3,Suburban,1953,Good,622200.0
5667,1634,5.0,3,Suburban,1983,Average,286440.0
5668,1026,3.0,3,Urban,2003,Good,281500.0
5669,4315,3.0,2,Urban,2010,Good,1105750.0
5670,3243,1.0,2,Suburban,1969,Old,355160.0
5671,1527,2.0,3,Urban,1952,New,422100.0
5672,4486,2.0,3,Urban,1989,Average,898200.0
5673,4422,5.0,3,Urban,2018,Average,944400.0
5674,1836,5.0,1,Suburban,1972,Good,371200.0
5675,2632,3.0,2,Rural,2018,Good,429800.0
5676,3540,2.0,2,Urban,1981,Average,741385.9036194662
5677,1292,1.0,1,Urban,1973,Good,288000.0
5678,2348,4.0,1,Urban,2000,Good,609000.0
5679,1943,1.0,1,Suburban,2007,Old,232160.0
5680,4757,5.0,2,Urban,1991,Average,979400.0
5681,4207,1.0,1,Urban,1984,Good,1027750.0
5682,1439,2.0,1,Urban,1981,New,414700.0
5683,972,3.0,1,Urban,2003,Good,258000.0
5684,4759,4.0,3,Urban,1994,Old,739850.0
5685,1316,3.0,1,Suburban,1997,Old,166920.0
5686,1322,4.0,3,Urban,1998,Average,294400.0
5687,2717,4.0,2,Suburban,1983,Old,336040.0
5688,3686,2.0,2,Urban,1965,Old,524900.0
5689,2964,2.0,2,Urban,1960,New,856200.0
5690,2729,5.0,3,Urban,1968,Old,419350.0
5691,4745,5.0,1,Suburban,1978,Good,959000.0
5692,3009,4.0,2,Suburban,2003,Old,391080.0
5693,4583,5.0,1,Suburban,2002,New,1133920.0
5694,3390,2.0,3,Urban,2016,Average,706000.0
5695,4876,5.0,2,Urban,1981,New,1480800.0
5696,1893,4.0,1,Urban,2005,Good,500250.0
5697,4680,3.0,1,Urban,2012,Good,1194000.0
5698,3294,1.0,2,Urban,1953,Average,608800.0
5699,3379,5.0,1,Urban,1960,New,1005700.0
5700,3288,2.0,3,Urban,1952,New,950400.0
5701,3585,3.0,2,Suburban,1976,Average,566600.0
5702,3558,2.0,2,Suburban,1993,Average,569280.0
5703,2374,5.0,2,Urban,1967,Average,478800.0
5704,3173,4.0,2,Urban,1979,Average,653996.7610469116
5705,4790,1.0,3,Suburban,2019,Good,979000.0
5706,1893,1.0,3,Urban,1996,Good,471250.0
5707,1989,3.0,1,Suburban,1983,Average,313240.0
5708,3489,1.0,3,Rural,1991,Old,307010.0
5709,4895,4.0,1,Suburban,1972,Average,777200.0
5710,2675,2.0,1,Urban,1989,Old,392250.0
5711,4206,4.0,2,Suburban,1964,Old,495720.0
5712,2587,3.0,1,Suburban,2006,New,638880.0
5713,4732,3.0,2,Urban,1963,Old,689800.0
5714,2407,1.0,1,Suburban,1961,Old,241840.0
5715,4548,4.0,3,Urban,1984,Old,698200.0
5716,848,2.0,2,Suburban,1974,Good,150600.0
5717,4661,4.0,1,Urban,1951,New,1371300.0
5718,2980,2.0,3,Urban,1967,New,873000.0
5719,3846,2.0,3,Suburban,1984,Old,457520.0
5720,3633,4.0,2,Urban,1958,Good,893250.0
5721,2197,5.0,2,Urban,1960,Average,436400.0
5722,4626,4.0,2,Urban,2016,Good,1199500.0
5723,1631,2.0,1,Urban,2018,New,509300.0
5724,3497,3.0,2,Suburban,1987,Old,423640.0
5725,3535,3.0,3,Urban,2019,Good,924750.0
5726,881,1.0,3,Urban,2008,Old,142150.0
5727,886,3.0,2,Urban,2015,Average,209200.0
5728,2863,5.0,2,Urban,1990,Good,742750.0
5729,1621,2.0,3,Suburban,1973,Average,244360.0
5730,962,,1,Urban,1999,Average,198085.50079364787
5731,4539,4.0,3,Suburban,1954,New,1075360.0
5732,3197,5.0,3,Urban,1970,New,971100.0
5733,2732,3.0,3,Urban,1955,Old,386800.0
5734,3528,2.0,2,Suburban,1953,Average,524480.0
5735,4335,3.0,1,Urban,1958,Average,837000.0
5736,4246,1.0,1,Urban,2018,New,1283800.0
5737,3590,3.0,2,Urban,2017,Average,752000.0
5738,3507,1.0,3,Urban,1958,Good,836750.0
5739,4733,4.0,2,Suburban,1967,Average,751280.0
5740,4185,2.0,2,Suburban,2008,Average,684600.0
5741,1722,1.0,1,Urban,1992,New,500600.0
5742,2975,3.0,1,Suburban,2015,New,741000.0
5743,2382,3.0,2,Rural,1978,Old,209380.0
5744,1364,,2,Suburban,1997,New,351360.0
5745,4058,5.0,1,Urban,2000,Good,1046500.0
5746,3397,5.0,1,Urban,1991,Average,702400.0
5747,3300,3.0,3,Urban,1985,Old,502000.0
5748,1787,5.0,2,Urban,1994,Average,388400.0
5749,4436,2.0,3,Urban,1984,New,1326800.0
5750,1023,5.0,3,Urban,1955,Average,201600.0
5751,1150,,3,Urban,1986,Average,228000.0
5752,2728,3.0,1,Suburban,1985,Good,501942.0463897999
5753,1148,3.0,3,Urban,1965,Average,216600.0
5754,1817,3.0,1,Urban,2021,Good,487250.0
5755,3026,4.0,1,Urban,1971,Average,598200.0
5756,4924,5.0,1,Suburban,2018,New,1231760.0
5757,3219,1.0,2,Suburban,2018,Old,401280.0
5758,2693,1.0,3,Rural,2012,New,498740.0
5759,3840,,1,Rural,1968,Old,325600.0
5760,2868,5.0,2,Suburban,1967,Average,462880.0
5761,1925,2.0,2,Suburban,2022,New,491000.0
5762,3917,1.0,2,Urban,1966,Good,942250.0
5763,4961,3.0,1,Suburban,1990,New,1192640.0
5764,4842,1.0,1,Suburban,1982,Good,942400.0
5765,2970,1.0,1,Suburban,2004,Average,471200.0
5766,1246,1.0,2,Urban,1973,Average,219200.0
5767,3458,3.0,1,Urban,1989,Old,519700.0
5768,4162,3.0,3,Urban,1977,New,1247600.0
5769,3518,4.0,1,Suburban,2016,Average,590207.1934664473
5770,4283,4.0,1,Rural,1988,Old,433711.7831220471
5771,3744,4.0,3,Urban,1970,Old,563600.0
5772,1395,1.0,1,Rural,1986,Average,145400.0
5773,2786,5.0,1,Urban,1951,Good,679500.0
5774,3550,3.0,1,Rural,1955,Good,499500.0
5775,1874,4.0,1,Suburban,2001,Old,247880.0
5776,4769,5.0,2,Urban,1954,Average,944800.0
5777,4380,4.0,1,Urban,1996,New,1332000.0
5778,3807,4.0,3,Urban,1992,New,1166100.0
5779,1769,5.0,3,Rural,1989,Old,190210.0
5780,1380,4.0,2,Urban,1960,New,401000.0
5781,3624,1.0,1,Suburban,1963,Average,534840.0
5782,4801,1.0,3,Urban,1951,New,1393300.0
5783,2011,1.0,2,Rural,1988,New,346980.0
5784,1029,2.0,1,Urban,2012,Average,219800.0
5785,3985,4.0,2,Urban,2012,Good,1035250.0
5786,1301,2.0,1,Urban,1967,Good,294250.0
5787,2932,3.0,2,Urban,1950,Old,406800.0
5788,848,5.0,2,Urban,1966,Average,172600.0
5789,4366,3.0,3,Suburban,2003,Good,898200.0
5790,3855,2.0,3,Urban,1988,New,1156500.0
5791,1488,1.0,2,Suburban,1997,Old,172560.0
5792,1186,4.0,1,Urban,2015,Average,274200.0
5793,1769,4.0,1,Urban,1964,Average,339800.0
5794,4260,,1,Urban,1971,Old,602000.0
5795,1805,4.0,1,Suburban,1969,Good,352000.0
5796,3852,5.0,1,Urban,1992,Old,601800.0
5797,4217,5.0,3,Urban,2005,Old,679550.0
5798,3102,5.0,2,Suburban,1973,Average,506320.0
5799,3083,3.0,3,Urban,1992,Average,656921.2016550568
5800,2407,1.0,1,Suburban,1970,New,539680.0
5801,922,5.0,2,Urban,1997,Old,172300.0
5802,2080,2.0,1,Urban,2015,Average,433000.0
5803,4527,5.0,1,Suburban,1965,Average,721320.0
5804,1058,3.0,2,Urban,1989,Average,217600.0
5805,1747,2.0,1,Urban,1970,Average,299990.31146432355
5806,1324,1.0,3,Suburban,2001,Old,161880.0
5807,1687,1.0,3,Urban,1957,Old,212050.0
5808,1007,5.0,3,Suburban,2004,Good,247400.0
5809,4182,2.0,1,Rural,2007,Old,423111.0278477959
5810,3594,2.0,3,Suburban,1954,Average,541040.0
5811,948,5.0,1,Urban,1991,New,307400.0
5812,1237,5.0,1,Suburban,1979,Old,159440.0
5813,3002,4.0,3,Urban,1958,Good,740500.0
5814,4549,4.0,3,Urban,1990,Old,704350.0
5815,3961,5.0,1,Suburban,2000,Average,665760.0
5816,4701,,1,Urban,2006,Good,1193250.0
5817,4045,4.0,1,Urban,2022,Average,853000.0
5818,3623,5.0,1,Urban,2010,Average,766600.0
5819,4070,2.0,3,Rural,1955,Old,333300.0
5820,1285,4.0,1,Urban,1975,Old,189750.0
5821,999,3.0,1,Urban,1955,Good,216750.0
5822,2782,1.0,1,Suburban,2002,Good,550400.0
5823,2271,2.0,1,Suburban,2010,Good,466200.0
5824,3111,3.0,1,Urban,1982,Good,771750.0
5825,4173,3.0,2,Rural,1994,New,762140.0
5826,2878,3.0,2,Urban,1989,Good,725500.0
5827,2321,2.0,2,Urban,1973,Old,328150.0
5828,1404,3.0,3,Urban,1994,New,437200.0
5829,4648,1.0,1,Suburban,1987,Average,722680.0
5830,4142,4.0,3,Urban,1978,Average,838400.0
5831,2217,2.0,1,Suburban,1957,Good,402400.0
5832,4675,3.0,2,Rural,2013,Average,591000.0
5833,3733,5.0,1,Urban,2022,New,1173900.0
5834,1348,4.0,3,Rural,2000,Old,148917.09642674628
5835,1638,2.0,3,Urban,1955,Old,212700.0
5836,4615,5.0,1,Urban,1996,New,1412500.0
5837,1647,5.0,3,Suburban,1998,Good,369400.0
5838,3072,3.0,2,Suburban,1981,Good,573033.7268112984
5839,4120,2.0,1,Suburban,2003,Good,829000.0
5840,3358,3.0,2,Urban,1985,New,1009400.0
5841,2796,,2,Rural,1968,Good,384400.0
5842,4473,,3,Suburban,1986,Old,564760.0
5843,2364,1.0,1,Urban,1966,New,667200.0
5844,4818,,2,Rural,1965,New,849240.0
5845,2640,4.0,2,Rural,2007,Average,350800.0
5846,4091,5.0,1,Urban,1993,Average,843200.0
5847,3687,4.0,3,Suburban,2017,Good,786400.0
5848,1526,2.0,2,Suburban,1998,Good,310200.0
5849,2044,5.0,1,Suburban,2000,Old,277280.0
5850,4260,1.0,1,Urban,1954,Good,1011000.0
5851,4518,4.0,2,Suburban,2007,Old,614339.1626033148
5852,1865,2.0,2,Rural,1995,Good,281750.0
5853,1082,5.0,2,Urban,2004,Old,203300.0
5854,1881,2.0,3,Suburban,2022,New,485440.0
5855,4685,1.0,3,Suburban,1966,Old,530200.0
5856,3681,5.0,1,Urban,1961,Good,913250.0
5857,3384,2.0,1,Urban,1973,Average,651800.0
5858,3770,3.0,2,Suburban,2005,Good,776000.0
5859,1952,5.0,1,Urban,2004,New,621600.0
5860,4297,5.0,3,Urban,1965,Average,866400.0
5861,1747,5.0,1,Urban,1971,Old,265050.0
5862,2517,5.0,1,Suburban,1993,Average,427720.0
5863,866,3.0,2,Urban,1992,Good,225500.0
5864,1436,1.0,2,Suburban,1970,Average,196760.0
5865,1113,3.0,3,Suburban,1957,Average,157080.0
5866,4197,3.0,1,Urban,1998,Good,1137350.2728805712
5867,1364,2.0,1,Suburban,1955,Good,229800.0
5868,2401,4.0,1,Suburban,1996,New,594240.0
5869,1625,4.0,2,Urban,1985,Average,337000.0
5870,4470,2.0,3,Suburban,1972,Old,520400.0
5871,1825,3.0,1,Urban,1980,Good,448250.0
5872,3051,2.0,1,Urban,2011,Average,623200.0
5873,1604,5.0,1,Urban,2006,Good,439000.0
5874,3251,2.0,1,Urban,2019,New,996300.0
5875,2191,2.0,3,Urban,2014,Good,573750.0
5876,2035,5.0,3,Urban,1986,Good,536750.0
5877,4832,4.0,3,Urban,2017,New,1498600.0
5878,4080,5.0,2,Suburban,1966,Good,819000.0
5879,4349,1.0,1,Urban,1956,New,1252700.0
5880,4941,,1,Suburban,2001,Average,793560.0
5881,2154,2.0,1,Suburban,1984,Average,330640.0
5882,2636,4.0,1,Suburban,1951,Average,394760.0
5883,3692,3.0,3,Suburban,1989,Old,454040.0
5884,3296,5.0,2,Suburban,1986,Good,682200.0
5885,3383,3.0,2,Suburban,2006,New,834920.0
5886,3358,1.0,1,Suburban,1959,Good,622600.0
5887,4418,5.0,3,Urban,1995,Old,699700.0
5888,2359,1.0,2,Urban,1954,Good,540750.0
5889,2307,,2,Suburban,1954,Old,227840.0
5890,4871,1.0,1,Suburban,1976,Good,942200.0
5891,2863,5.0,2,Urban,1954,Old,420450.0
5892,4442,5.0,1,Urban,2010,New,1374600.0
5893,2800,4.0,3,Urban,1957,Good,689000.0
5894,2094,2.0,1,Urban,1980,Good,505500.0
5895,4865,3.0,2,Rural,1970,New,862700.0
5896,3552,3.0,1,Urban,1970,New,1047600.0
5897,2553,1.0,1,Urban,2000,Average,502600.0
5898,2403,5.0,1,Urban,2008,Old,400450.0
5899,2122,5.0,1,Urban,1951,New,619600.0
5900,3241,1.0,1,Urban,1979,Average,619200.0
5901,1898,2.0,1,Suburban,2007,Old,236760.0
5902,2305,3.0,2,Suburban,1969,Average,354800.0
5903,1926,4.0,1,Rural,1989,Good,299900.0
5904,1096,,2,Suburban,1978,Old,116520.0
5905,3849,5.0,1,Suburban,1954,Good,755800.0
5906,3025,1.0,3,Rural,1959,Good,414750.0
5907,4587,3.0,1,Rural,2010,Good,710050.0
5908,2896,1.0,2,Suburban,1950,Good,526200.0
5909,4409,5.0,2,Suburban,1996,Good,914800.0
5910,3008,1.0,3,Suburban,2006,Good,609600.0
5911,975,3.0,1,Urban,1963,Average,170000.0
5912,3302,1.0,3,Urban,1974,Average,636400.0
5913,4799,3.0,1,Suburban,1970,Old,557880.0
5914,2467,1.0,1,Suburban,1965,Old,253040.0
5915,3345,1.0,2,Suburban,1981,Old,379400.0
5916,1475,3.0,3,Suburban,1994,Good,311000.0
5917,2623,,3,Suburban,2013,Good,539600.0
5918,2156,2.0,2,Urban,2022,Average,460200.0
5919,3872,4.0,2,Urban,2009,Average,810400.0
5920,4059,2.0,3,Urban,1968,Old,588850.0
5921,1346,4.0,2,Urban,1996,New,426800.0
5922,2883,2.0,1,Suburban,2013,New,706920.0
5923,2840,4.0,3,Urban,1979,Good,721000.0
5924,2552,1.0,3,Urban,1996,Good,636000.0
5925,2415,3.0,2,Urban,1982,Good,602750.0
5926,2649,3.0,1,Suburban,1970,Average,405840.0
5927,3442,5.0,3,Urban,2012,Good,914500.0
5928,2400,4.0,3,Suburban,1991,Good,503000.0
5929,4196,5.0,1,Urban,2010,Good,1091000.0
5930,4405,5.0,2,Urban,1992,New,1350500.0
5931,4599,4.0,2,Suburban,2017,New,1147760.0
5932,1418,3.0,2,Rural,1975,Old,119620.0
5933,1932,4.0,2,Suburban,1982,Good,395400.0
5934,2915,1.0,1,Suburban,1982,Average,440400.0
5935,3139,5.0,1,Suburban,1998,New,783360.0
5936,3539,5.0,3,Suburban,1990,Old,456680.0
5937,2287,,3,Urban,2021,Good,624087.6145855935
5938,2357,5.0,1,Suburban,1985,New,526116.7683049142
5939,2913,3.0,3,Rural,2021,Average,392560.0
5940,1844,5.0,1,Suburban,1971,Average,298040.0
5941,3231,4.0,2,Suburban,1996,Average,539960.0
5942,2382,3.0,1,Urban,1969,Average,457400.0
5943,2108,3.0,1,Urban,1973,Good,512000.0
5944,1401,,3,Suburban,1992,Old,202120.0
5945,2420,4.0,1,Urban,2022,Old,407000.0
5946,900,5.0,2,Suburban,1965,Average,146000.0
5947,1037,1.0,2,Rural,1976,Good,128550.0
5948,4825,1.0,3,Suburban,1994,Old,575000.0
5949,3718,3.0,3,Rural,1986,Old,374225.0992175397
5950,3342,5.0,1,Urban,1962,Old,495300.0
5951,2803,,3,Suburban,2000,Average,450480.0
5952,2337,2.0,2,Urban,1951,Good,542250.0
5953,1554,1.0,3,Urban,2008,Average,320800.0
5954,4168,5.0,3,Suburban,1963,Good,838600.0
5955,3058,5.0,2,Urban,1998,New,952400.0
5956,4465,1.0,1,Rural,1979,Good,614031.0136677149
5957,1340,5.0,1,Urban,1958,Good,325000.0
5958,1069,5.0,3,Rural,1973,Average,143280.0
5959,4260,2.0,2,Urban,1990,Average,849000.0
5960,4208,3.0,2,Suburban,2009,New,1035920.0
5961,1305,5.0,2,Suburban,1981,Average,226800.0
5962,1929,4.0,1,Suburban,1996,Good,403800.0
5963,2879,3.0,2,Urban,1970,Old,418850.0
5964,3945,3.0,2,Suburban,1991,Average,639200.0
5965,4042,4.0,1,Urban,2019,Old,647300.0
5966,1161,1.0,2,Suburban,1951,Old,82054.52302692622
5967,4520,2.0,1,Suburban,1980,Old,524400.0
5968,2256,,3,Urban,2005,Average,498200.0
5969,4867,1.0,3,Urban,1979,Good,1197750.0
5970,4995,4.0,3,Urban,2012,Old,793250.0
5971,2481,2.0,3,Rural,1964,New,422580.0
5972,1852,2.0,3,Suburban,1967,Average,275320.0
5973,3309,2.0,1,Suburban,1981,Old,380080.0
5974,1481,4.0,1,Suburban,1963,Old,162720.0
5975,4732,1.0,1,Rural,2011,Average,570840.0
5976,2929,5.0,2,Urban,2001,Good,770250.0
5977,4816,2.0,3,Urban,1971,New,1427800.0
